experiment_type,iteration,best_rmse,r2_score,model_path
nn_baseline_prediction_min_temperature,1,2.124103777527816,0.6018193944903067,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_1.pkl
nn_baseline_prediction_min_temperature,2,2.151799880079319,0.6217300271804215,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_2.pkl
nn_baseline_prediction_min_temperature,3,2.1121889283197595,0.6070174463037384,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_3.pkl
nn_baseline_prediction_min_temperature,4,2.153271792644819,0.6139977643117476,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_4.pkl
nn_baseline_prediction_min_temperature,5,2.1467557448587087,0.5842817075158488,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_5.pkl
nn_baseline_prediction_min_temperature,6,2.0958654864280684,0.5718951256651335,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_6.pkl
nn_baseline_prediction_min_temperature,7,2.157781560725918,0.611503179159976,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_7.pkl
nn_baseline_prediction_min_temperature,8,2.1502486344707137,0.5905661631185,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_8.pkl
nn_baseline_prediction_min_temperature,9,2.2058457053673375,0.635946625622912,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_9.pkl
nn_baseline_prediction_min_temperature,10,2.06907327223377,0.5775900207630191,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_10.pkl
nn_baseline_prediction_min_temperature,11,2.211260739107104,0.6183392922244102,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_11.pkl
nn_baseline_prediction_min_temperature,12,2.100912110818439,0.5810601801571842,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_12.pkl
nn_baseline_prediction_min_temperature,13,2.1804623801569027,0.6154056690104588,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_13.pkl
nn_baseline_prediction_min_temperature,14,2.2318088461294927,0.6249041942813223,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_14.pkl
nn_baseline_prediction_min_temperature,15,2.1627545774050105,0.6123363814001482,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_15.pkl
nn_baseline_prediction_min_temperature,16,2.227458205882554,0.652003596416057,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_16.pkl
nn_baseline_prediction_min_temperature,17,2.113607250570757,0.581999943076893,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_17.pkl
nn_baseline_prediction_min_temperature,18,2.0903523219278406,0.5983125151235076,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_18.pkl
nn_baseline_prediction_min_temperature,19,2.13868598678166,0.5644383521110959,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_19.pkl
nn_baseline_prediction_min_temperature,20,2.100702770252358,0.5833726848372265,/home/gabriel/Documents/git/natural-computing-tasks/outputs/baseline_prediction/models/model_nn_20.pkl
