experiment_type,iteration,best_rmse,r2_score,model_path
bbpso_regression,1,0.08318778812584737,0.9982899398089777,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_1.pkl
ga_regression,1,0.09495391971165801,0.9982934803081238,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_1.pkl
bbpso_regression,2,0.09737583905055103,0.9982483461958085,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_2.pkl
ga_regression,2,0.08180379589997097,0.9981440576067385,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_2.pkl
bbpso_regression,3,0.08076508618843474,0.9982245822626463,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_3.pkl
ga_regression,3,0.08862719227853084,0.9981445638811755,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_3.pkl
bbpso_regression,4,0.08207361339953079,0.9982672372738378,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_4.pkl
ga_regression,4,0.08647402785316755,0.998130435171092,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_4.pkl
bbpso_regression,5,0.0847196385565381,0.9981271889148098,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_5.pkl
ga_regression,5,0.08757676922174194,0.9981456805134682,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_5.pkl
bbpso_regression,6,0.08873189284982365,0.9981907387182606,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_6.pkl
ga_regression,6,0.0844586840307067,0.9983129714979951,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_6.pkl
bbpso_regression,7,0.08833802942797563,0.9982501567429898,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_7.pkl
ga_regression,7,0.08681673018377103,0.9982693348947915,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_7.pkl
bbpso_regression,8,0.089252128329747,0.9981830642954681,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_8.pkl
ga_regression,8,0.09384427653796357,0.9982029768386119,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_8.pkl
bbpso_regression,9,0.08442947313037524,0.9982219631696826,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_9.pkl
ga_regression,9,0.09585808306322958,0.9983045311935222,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_9.pkl
bbpso_regression,10,0.08151269219161349,0.9982209702268996,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_10.pkl
