experiment_type,iteration,best_rmse,r2_score,model_path
ga_regression,10,0.08995966915308304,0.9979858088168689,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_10.pkl
bbpso_regression,11,0.08180576802682511,0.9982266402430123,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_11.pkl
ga_regression,11,0.0850547748177493,0.9982552226829112,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_11.pkl
bbpso_regression,12,0.08385962488092441,0.9981527676701565,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_12.pkl
ga_regression,12,0.08334884296380471,0.9980952418823973,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_12.pkl
bbpso_regression,13,0.08627267048066105,0.9978919440982078,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_13.pkl
ga_regression,13,0.08842113143047091,0.9982062454622322,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_13.pkl
bbpso_regression,14,0.08031639764655779,0.9982223350493394,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_14.pkl
ga_regression,14,0.07839718455091378,0.9982509474435598,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_14.pkl
bbpso_regression,15,0.09020195441774691,0.9977225517842202,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_15.pkl
ga_regression,15,0.08602472191443603,0.9981692695767804,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_15.pkl
bbpso_regression,16,0.08451195620212779,0.9981259265425453,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_16.pkl
ga_regression,16,0.08640072659256103,0.9983275039147593,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_16.pkl
bbpso_regression,17,0.07908876281580113,0.9982735038166555,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_17.pkl
ga_regression,17,0.10198425373660577,0.9978332233310774,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_17.pkl
bbpso_regression,18,0.12124869422018389,0.9969328739001958,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_18.pkl
ga_regression,18,0.08924496754961977,0.9980791392095321,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_18.pkl
bbpso_regression,19,0.08520864694662,0.9981112081367669,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_19.pkl
ga_regression,19,0.08023636577463414,0.9982167405083204,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_19.pkl
bbpso_regression,20,0.0826050318335572,0.9982286834352777,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_bbpso_20.pkl
ga_regression,20,0.09156108565959116,0.9976339919514214,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/regression/models/model_ga_20.pkl
pso_prediction_max_temperature,1,4.336415322265944,0.5596956808591066,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_1.pkl
ga_prediction_max_temperature,1,4.519535584961143,0.5323074941881365,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_1.pkl
pso_prediction_max_temperature,2,5.3689851243021,0.31679338486568653,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_2.pkl
ga_prediction_max_temperature,2,4.731614150585963,0.4885568097763222,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_2.pkl
pso_prediction_max_temperature,3,4.442827545654439,0.5578008040375741,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_3.pkl
ga_prediction_max_temperature,3,4.677269195908667,0.4718317304261519,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_3.pkl
pso_prediction_max_temperature,4,4.434454293249196,0.535002679771692,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_4.pkl
ga_prediction_max_temperature,4,4.659508013429099,0.5083316892030816,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_4.pkl
pso_prediction_max_temperature,5,4.337423245895496,0.5319045324093687,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_5.pkl
ga_prediction_max_temperature,5,4.163665290896334,0.5588930028371926,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_5.pkl
pso_prediction_max_temperature,6,4.91458495642377,0.4364112011553716,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_6.pkl
ga_prediction_max_temperature,6,4.156470283664189,0.5692312179865875,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_6.pkl
pso_prediction_max_temperature,7,4.283409653894179,0.5430994446292234,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_7.pkl
ga_prediction_max_temperature,7,4.3340260018063725,0.5395082623951457,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_7.pkl
pso_prediction_max_temperature,8,4.533234756642892,0.48453345170812157,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_8.pkl
ga_prediction_max_temperature,8,4.829994149070424,0.4467224250282571,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_8.pkl
pso_prediction_max_temperature,9,4.132015940736255,0.5531181400336705,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_9.pkl
ga_prediction_max_temperature,9,4.315358468754657,0.5666416699527753,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_9.pkl
pso_prediction_max_temperature,10,4.287246042761726,0.5460797054450403,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_10.pkl
ga_prediction_max_temperature,10,4.576978958696015,0.5150905950918678,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_10.pkl
pso_prediction_max_temperature,11,4.384660388636598,0.5499732722449044,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_11.pkl
ga_prediction_max_temperature,11,4.576856101429009,0.4910631411946832,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_11.pkl
pso_prediction_max_temperature,12,4.612683176484494,0.48530145302598404,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_12.pkl
ga_prediction_max_temperature,12,4.36566694742876,0.5322356388601688,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_12.pkl
pso_prediction_max_temperature,13,4.603515007745455,0.5098531867811681,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_13.pkl
ga_prediction_max_temperature,13,4.496127147497538,0.5477019652516388,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_13.pkl
pso_prediction_max_temperature,14,4.478779444643055,0.5096365135052534,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_14.pkl
ga_prediction_max_temperature,14,4.7205508048231755,0.46708565684788905,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_14.pkl
pso_prediction_max_temperature,15,4.375009989348685,0.5393155650606949,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_15.pkl
ga_prediction_max_temperature,15,4.5613764476501295,0.5268229560570409,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_15.pkl
pso_prediction_max_temperature,16,4.700680125822539,0.5076169461254412,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_16.pkl
ga_prediction_max_temperature,16,4.258931477002685,0.5576449282084215,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_16.pkl
pso_prediction_max_temperature,17,4.557675710864058,0.5129202717277231,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_17.pkl
ga_prediction_max_temperature,17,4.8697187307021546,0.4262190565811306,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_17.pkl
pso_prediction_max_temperature,18,4.445814217617376,0.534678631021462,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_18.pkl
ga_prediction_max_temperature,18,4.494996569161418,0.5329552569150413,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_18.pkl
pso_prediction_max_temperature,19,4.511263310709804,0.4874560001191667,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_19.pkl
ga_prediction_max_temperature,19,4.701171398451822,0.5124921714236406,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_19.pkl
pso_prediction_max_temperature,20,4.6785421248925605,0.5089279628408516,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_pso_20.pkl
ga_prediction_max_temperature,20,4.4363191345104855,0.5202732442543082,/home/humberto/Documents/GitHub/natural-computing-tasks/outputs/prediction/models/model_ga_20.pkl
